iata,name,latitude,longitude
CBC,Cherrabun Airport,-18.91777778,125.5377778
DGD,Dalgaranga Gold Mine Airport,-27.83027778,117.3163889
,Wheeler Drome,-32.786914,115.910386
,Unknown Farm Strip,-33.094903,115.717181
,Nova Airport,-31.845857,123.192246
,Adelaide River Heliport,-13.2362,131.10796
,Albury Base Hospital Helipad,-36.079212,146.938565
RCN,American River Airport,-35.7574,137.7759
,Amity Heliport,-27.4031,153.44
ANZ,Angus Downs Airport,-25.0325,132.2748
,Appin Colliery Helipad,-34.2098,150.7914
,West Cliff Colliery Helipad,-34.234073,150.829822
AGY,Argyle Downs Airport,-16.514,128.9245
,Armidale - Lambert Park Helipad,-30.5113,151.6552
,Baryulgil Airstrip,-29.21829,152.61611
,Longford Heliport,-38.21962,147.16922
,Batemans Bay Helipad,-35.71301,150.1872
,Beaudesert Hospital Helipad,-27.98571,153.002345
BCZ,Milyakburra Airport,-13.78083333,136.2016667
,Biggenden Hospital Helipad,-25.506941,152.050651
,Blackheath - NPWS Helipad,-33.628062,150.306706
,Blackwater Hospital Helipad,-23.57128,148.877856
,Bowen Hospital Helipad,-20.00657,148.24026
,Bowral - Loseby Park Helicopter Landing Site,-34.4867,150.4228
,Bowraville Oval Helicopter Landing Site,-30.6477,152.8483
,Braidwood Helicopter Landing Site,-35.448,149.8011
,Mater Hospital Helipad,-27.48543,153.02839
,Prince Charles Hospital Helipad,-27.38761,153.02411
,Princess Alexandra Hospital Helipad,-27.50018,153.0338
,Royal Brisbane Hospital Helipad Alpha,-27.44705,153.02827
,Royal Brisbane Hospital Helipad Charlie,-27.44993,153.02759
,Brisbane Water Police Helipad,-27.40104,153.16415
,Brooklyn Oval Helicopter Landing Site,-33.5473,151.215684
,Brooklyn TMC - Olivers Garage Helipad,-33.5562,151.1936
,Brooms Head Heliport,-29.6068,153.332
,Bulahdelah Helicopter Landing Site,-32.4,152.2
,Delara Airfield,-13.66875,134.2911
,Bulwer Heliport,-27.07233,153.36748
,Bundaberg Base Hospital Helipad,-24.869446,152.335045
,Caboolture Hospital Helipad,-27.07955,152.96293
,Calvary - Bruce Oval Helipad,-35.247,149.0927
,Canberra Hospital Helipad,-35.343777,149.099953
,Carnungra-Moriarity Park HLS,-28.0186,153.1598
,Carmila Town Helicopter Landing Site,-21.9092,149.417
,Gold Coast Life Saver Base,-28.00345,153.3626
,Robertson Airstrip,-34.6449,150.6421
,Cherbourg Hospital Helipad,-26.29124,151.95742
,Chinchilla Hospital Helipad,-26.74066,150.63425
,Chittering Airstrip,-31.52119082,116.1472893
,Churchable Airstrip,-27.429915,152.378454
,Clairview Heliport,-22.09246,149.51908
,Clare Valley Aerodrome,-33.710837,138.587367
,Clermont Hospital Helipad,-22.82707,147.63124
,Redland Hospital Helicopter Landing Site,-27.5346,153.2606
,Long Reef Helipad,-33.73922,151.31033
,Collinsville Hospital Helipad,-20.546745,147.837734
,Cooma Hospital Helipad,-36.242155,149.130147
,Copmanhurst Oval Helipad,-29.5892,152.77316
,Couran Cove Resort Helipad,-27.8239,153.4092
,Wanda Beach Helipad,-34.040487,151.1635
,Crows Nest Helipad,-27.2649,152.0587
,Cunningham Gap Helipad,-28.0479,152.4457
,Dalby Hospital Helipad,-27.16713,151.27692
,Delatite Airstrip,-37.145053,146.159431
,Denman Helicopter Landing Site,-32.3868,150.682
,Dingo Airstrip,-23.655,149.338
,Dorrigo Helipad,-30.3422,152.7092
,Drake Oval Helicopter Landing Site,-28.9257,152.3762
,Duaringa Airstrip,-23.7372,149.6647
,Dululu Helicopter Landing Site,-23.8479,150.2625
,Dunwich Hospital Helipad,-27.49696,153.399233
,Dysart Hospital Helipad,-22.582854,148.353544
,Eidsvold Hospital Helipad,-25.382466,151.125
ERQ,Elrose Airport,-20.9764,141.0066
,Emerald Hospital Helicopter Landing Site,-23.5166,148.1539
,Esk Hospital Helipad,-27.24086,152.418
,Eurong Heliport,-25.505,153.1292
,Fairfield Hospital Helipad,-33.859012,150.905447
FVR,Oombulgurri Airport,-15.1647,127.8401
,Forster Hospital Helipad,-32.188357,152.51321
FSL,Fossil Downs Airport,-18.1321,125.7873
,Frankland Valley Vineyard,-34.34769821,116.9520035
,Happy Valley Heliport,-25.3363,153.2019
,Orchid Beach Resort Helipad,-24.96,153.3154
,Toby's Gap Airstrip,-25.5887,153.0646
,Gatton Showgrounds Helicopter Landing Site,-27.56,152.282
,Gayndah Hospital Helipad,-25.63202,151.60475
,Gilgandra Multi Purpose Service Helipad,-31.7039,148.665225
GBW,Ginbata Airport,-22.5812,120.03553
,Gisborne Helipad,-37.484153,144.585626
,Gladstone Hospital Helipad,-23.8499,151.24855
,Facing Island Farmers Cove Helicopter Landing Site,-23.7738,151.3269
,Glen Innes - Rugby Park Heliport,-29.7302,151.7364
,Glenbrook NPWS Heliport,-33.7876,150.6085
,Glenden Township Heliport,-21.3608,148.1153
,Pindarra Hospital Helipad,-28.008,153.3924
,Gold Coast Water Police Helicopter Landing Site,-27.97,153.427
,Goomeri Oval Helicopter Landing Site,-26.1795,152.0658
,Boggabilla Fuel Depot Landing Site,-28.6089,150.352
,Boggabilla Airstrip,-28.6172,150.3324
,Goondiwindi Hospital Helipad,-28.547905,150.30117
,Goulburn Hospital Helipad,-34.74803,149.71235
,Grafton Hospital Helipad,-29.67357,152.94074
,Gunnedah Hospital Helipad,-30.98283,150.25223
,Archery Park Helipad,-26.1886,152.6527
,Hayman Island Heliport,-20.0599,148.8834
,Heron Island Helipad,-23.441765,151.911416
,Hervey Bay Hospital Helipad,-25.299416,152.820239
,Hook Island Helipad,-20.1574,148.9481
HPE,Hope Vale Airport,-15.2923,145.1035
,Horse Hair Plain Aerodrome,-37.0331,147.3055
,Inglewood Hospital Helipad,-28.41819,151.061255
,Inverell Hospital Helipad,-29.771624,151.13098
,Jandowae Hospital Heliport,-26.7814,151.10473
,Perisher Valley Medical Centre Helipad,-36.40515,148.41471
KDS,Kamaran Downs Airport,-24.3388,139.2785
PDN,Parndana Airport,-35.807,137.264
,Blue Mountains Hospital Helipad,-33.705262,150.322369
,Kempsey Hospital Helicopter Landing Site,-31.067128,152.821257
,Kulin Bush Races Strip,-32.66444444,118.3108333
,Kurri Hospital Helipad,-32.82569,151.46279
KRD,Kurundi Airport,-20.51,134.6706
,Kyogle Hospital Helipad,-28.62822,153.00193
,Laidley Hospital Helipad,-27.63258,152.39924
LGE,Mulan Airport,-20.1089,127.619
LDW,Lansdowne Airport,-17.6128,126.743
LTB,Latrobe Airport,-41.23518803,146.3961697
,Leeton Showground Heliport,-34.56,146.405
,Lismore - Mortimer Oval Helicopter Landing Site,-28.808344,153.284455
,Lismore Helibase,-28.801211,153.288242
LLL,Lissadell Airport,-16.661,128.594
,Lithgow Hospital Helipad,-33.49942,150.1287
,Baal Bone Colliery Helipad,-33.26958,150.05846
,Liverpool Hospital Helipad Alpha,-33.9204,150.9312
,Happy Bay Helipad,-20.3358,148.8525
,Mackay Base Hospital Helipad,-21.14543,149.15445
,Macksville Park Helicopter Landing Site,-30.7104,152.9213
,Maclean Hospital Helipad,-29.45373,153.20143
MIZ,Mainoru Airstrip,-14.0533,134.0942
,Alfred Hospital Helipad,-37.84526,144.9813
,Royal Childrens Hospital Helipad,-37.794058,144.951309
,Royal Melbourne Hospital Helipad,-37.799243,144.95593
,Merriwa Hospital Helipad,-32.14338,150.3609
,Sutherland Hospital Helipad,-34.038783,151.1156
,Mona Vale Hospital Helipad,-33.68512,151.30824
MRT,Moroak Airport,-14.818133,133.700594
,Huntfield Airfield,-35.17254545,138.4936094
,Moruya Hospital Helipad,-35.90397,150.06946
,Mount Druitt Hospital Heliport,-33.766232,150.830663
GPD,Mount Gordon Airport,-19.77265,139.40425
,Mudgee Hospital Helipad,-32.602546,149.588067
,Mullumbimby Hospital Helipad,-28.559347,153.49219
,Munduberra Hospital Helipad,-25.58815,151.29319
,Murgenella Airstrip,-11.5494,132.9142
,Murgon Hospital Helipad,-26.23842,151.95095
,Hutt River Airstrip,-28.07122297,114.4773674
,Nambour Hospital Helipad,-26.62053,152.95095
,Nanango Hospital Helipad,-26.6659,152.00757
,Hail Creek Mine Heliport,-21.4888,148.3585
,Nelson Bay Heliport,-32.7167,152.1548
,New Norcia airstrip,-30.96663,116.21547
,John Hunter Hospital Helipad,-32.924048,151.693415
,Newcastle Regional Heliport,-32.87909,151.72803
NRY,Newry Airport,-16.0442,129.2638
,Noosa Hospital Helipad,-26.40259,153.04569
,Nowra Hospital Helipad,-34.86978,150.59553
,Oberon Heliport,-33.7007,149.856
,Olinda (DSE) Helibase,-37.8594,145.3766
,Orange Hospital Helipad,-33.316724,149.092652
,Orange - Careflight Base Heliport,-33.30368,149.12098
OXO,Orientos Airport,-28.0598,141.5361
PXH,Prominent Hill Airport,-29.716,135.5244
,Parkes Hospital Helipad,-33.12703,148.16999
,Peak Hill Hospital Helipad,-32.7362,148.19978
,Nepean Hospital Helipad,-33.76038,150.71154
,Sikorsky Helitech Heliport,-27.433,153.115
,Port Macquarie Hospital Helipad,-31.452683,152.88076
,Proserpine Hospital Helipad,-20.39912,148.5855
BXF,Bellburn Airstrip,-17.545,128.305
,Quirindi Hospital Helipad,-31.50107,150.676606
,Facing Island - Gatcomb Head Helipad,-23.8758,151.3718
RKY,Rokeby Airport,-13.6434,142.641
RPV,Roper Valley Airport,-14.9215,134.05
RLP,Rosella Plains Airport,-18.4253,144.4587
,Rylstone Hospital Helipad,-32.803975,149.975076
SRM,Sandringham Airport,-24.0568,139.0821
,Scone Hospital Helipad,-32.050268,150.877663
,Seventeen Seventy Heliport,-24.1828,151.8826
,Shellharbour Hospital Helipad,-34.55989,150.84173
,Sherlock Ultralight Airfield,-35.32027778,139.7925222
,Royal Prince Alfred Hospital Helipad,-33.88933182,151.1836853
,Royal North Shore Hospital Helipad,-33.82225037,151.1896362
SSP,Silver Plains Airport,-13.9754,143.5537
,Singleton Hospital Helipad,-32.56708,151.186865
SOI,South Molle Island Helipad,-20.2622,148.8399
,South West Rocks Airport,-30.9246,153.0276
STF,Stephens Island Seaplane Base,-9.51,143.55
,St Vincents - Victoria Barracks Helipad,-33.88525,151.22343
RSE,Rose Bay Seaplane Base,-33.869,151.262
LBH,Palm Beach Seaplane Base,-33.5871,151.3234
,Tamworth Hospital Helipad,-31.07457,150.92641
,Taree - Wrigley Park Helipad,-31.9064,152.4508
,Tenterfield - Federation Park Heliport,-29.048,152.0164
,Pickertaramoor Airstrip,-11.7622,130.8809
,Trundle Hospital Helicopter Landing Site,-32.9217,147.7067
,Tucabia Oval Helicopter Landing Site,-29.66,153.1056
,Tumbarumba Airport,-35.7626038,147.886885
,Tumut Hospital Helipad,-35.308,148.2191
,The Tweed Hospital Helipad,-28.17769,153.5466
,Bowen Downs Airport,-22.4641,144.99785
,Urbenville Helipad,-28.46907,152.55133
,Wagga - Duke of Kent Oval Helipad,-35.11434,147.3541
,Sydney Adventist Hospital Helipad,-33.733386,151.100006
,Warroora Station Airstrip,-23.47487,113.79925
,Dexfield Park,-31.42166667,152.7583333
WAN,Waverney Airport,-25.3563,141.9254
,Wee Waa Hospital Helipad,-30.225,149.4483
,Wellington-Rygate Park Heliport,-32.5487,148.9497
,Cowal Gold Mine Helipad,-33.6553,147.40036
,Westmead NETS Base Hospital Heliport,-33.802749,150.990223
,Daydream Island Helipad,-20.2603,148.8136
WRN,Windarling Airport,-30.031667,119.39
,Hawkesbury Hospital Helipad,-33.61058,150.8215
,Wollongong Hospital Helipad,-34.42419,150.8822
,Woodycupaldiya Airfield,-13.8665,129.988
,Wyong Hospital Helipad,-33.26025,151.48069
,Young Hospital Helipad,-34.32094,148.28798
